EventName,EventDescription,EventStartTime,EventEndTime,EventCategoryName,EventLocation
"""MULAN"" (Saturday, April 28)","Wellspring Learning Community Presents ""MULAN""
Time: 7:00 pm to 9:00 pm
Date: Saturday 28th of April
Location: Lebanese American University (Irwin Theater) Beirut Campus.
",2018-04-28T19:00:00,2018-04-28T21:00:00,Performing & Visual Arts,Turkey
International Conference on Islamophobia,"International Conference on Islamophobia
Contextualizing Islamophobia: Its Impact on Culture and Global Politics

Conference Topics and Objectives
Islamophobia is commonly defined as the intense or irrational hatred, hostility, and fear of Islam. It perpetuates negative stereotypes resulting in bias, discrimination, and the marginalization and exclusion of Muslims or Islamic activists from social, political, and civic life. Moreover, it has manifested itself as a form of structural  racism that is directed at a perceived or real Muslim threat through the maintenance and extension of existing disparities in economic, political, social and cultural relations. Islamophobia essentially dehumanizes Muslims and thus rationalizes the use of violence against them as a tool. It reintroduces and reaffirms a global racial structure through which resource distribution disparities aremaintained and extended.
This phenomenon may have always existed in varying degrees in many societies, but it has in the last few decades become prevalent around the world, especially in the West after 9/11 and the so-called war on terror. In recent years, many of its aspects have become institutionalized through official policies and state structures. In addition, it has been featured in many political campaigns and parties, especially in the U.S. and Europe, causing not only distrust and alienation for significant segments within these societies, but also tension and polarization in many communities around the world. Unfortunately, Islamophobia has unleashed a lucrative industry led by dangerous interest groups with extremist political, social, and economic agendas. If unchecked, it threatens perpetual wars and destruction causing immeasurable pain and suffering.
This international conference organized by the Center for Islam and Global Affairs (CIGA) at Istanbul Sabahattin Zaim University (IZU) will feature some of the most notable scholars on the subject from Turkey and around the world, and will investigate the impact of Islamophobia on culture, society, politics, and international relations. It will explore its roots from an epistemological and historical perspectives, outlining the political and cultural factors contributing to its rise, its intellectual framework, and the reasons for its pervasiveness. The cultural and social impact of Islamophobia will also be presented including its negative effects on its victims and practitioners. In other sessions, the social cost in terms of the erosion of civil and human rights will be discussed featuring several examples from different regions, as well as the likely long-term political and strategic dimensions around the world. How Islamophobia is used as a tool of foreign policy and empire will also be explored. Several presentations will engage with the notion that the religious affiliation of Islamophobia is not material to its manifestation by exploring the role of “Muslim” Islamophobes who are as dangerous and destructive as any other religious or ideological affiliation. Finally, a discussion featuring all the participants will be devoted to strategies and policies that need to be adopted and pursued to end or reduce the harmful and detrimental effects of Islamophobia. 

",2018-04-06T19:00:00,2018-04-08T18:00:00,Government & Politics,Turkey
Dorians Coastal Challenge 2018,"Το Σάββατο, 5 Μαΐου, φέρνουμε για πρώτη φορά στο Μόλο Λεμεσού, μια διαδρομή μοναδική στο είδος της. Παγκοσμίως! 
Αναρρίχηση σε σχοινιά, δίχτυα και φουσκωτά 'παγόβουνα', ξύλινες σχεδίες, επικές πτώσεις από τσουλήθρες στη θάλασσα και 20 άλλες δοκιμασίες και εμπόδια κατά μήκος της παραλίας και εντός της θάλλασας, σε ρηχά νερά. Αποδέξου την πρόκληση, μάζεψε φίλους και συναδέλφους και δήλωσε συμμετοχή γιατί υποσχόμαστε μια πραγματική πρόκληση και μια μοναδική εμπειρία ζωής! 
Στην εκδήλωση μπορούν να λάβουν μέρος άτομα ηλικίας άνω των 16 ετών από όλα τα επίπεδα φυσικής κατάστασης, με ομάδα ή ατομικά.
On Saturday, May 5, we bring for the first time in Limassol, Molos, an obstacle run unlike any other. On Εarth! 
Climb ropes and nets, sail wooden rafts, climb inflatable 'icebergs' and slides and enjoy the epic Dorians Coastal Challenge 2018! Conquer these and 20 other obstacles by the beach and in shallow sea waters in the beautiful city of Limassol.
The event is open to everyone over 16 years old from all fitness levels. You can join as a team or as a solo Dorian.",2018-05-05T09:00:00,2018-05-05T16:00:00,Sports & Fitness,Turkey
"Digital Art In Armenia։ Web Design, Illustration and Motion Design","
Թվային Արվեստը Հայաստանում։ Վեբ դիզայն, Իլյուստրացիա և Շարժվող գրաֆիկա


Դիզայն ոլորտի զարգացումը շատ կարևոր է մեզ համար։ Նպատակ ունենալով զարգացնել վեբ, գրաֆիկ և շարժվող գրաֆիկայի դիզայն ոլորտները Հայաստանում, մենք ստեղծեցինք “Թվային Արվեստ” գիրքը որը կոմերցիոն նպատակ չի հետապնդում և անվճար տրամադրվում է ուսումնական հաստատություններին և դիզայն ոլորտի աշխատակիցներին։ 





Միացեք մեզ Ապրիլի հինգին թվային արվեստ վորքշոփ միջոցառմանը, լավացրեք ձեր դիզայն փորձը և ստացեք գրքի անվճար ձեր տարբերակը։ 





Միջոցառման սկիզբ՝ 19։30 Հիլտոն Երևան-ում։





Մաս 1։ Վեբ Դիզայն։ 20 րոպե


Speaker for web design: Marina Harutyunyan - 10 Tips to improve UX skills





Մաս 2։ Գրաֆիկ Դիզայն։ 20 րոպե


Speaker for graphic design: Anush Ghazaryan - Affect of design trends on illustration





Մաս 3։ Շարժվող Գրաֆիկա։ 20 րոպե


Speaker for motion design: Tigran Manukyan - Introduction to Motion graphics 





Մաս 4։ Թվային Արվեստ գրքի ներկայացում։





Գիրքը կօգնի ձեզ


Խորացնել ձեր գրաֆիկական դիզայնին վերաբերվող փորձը


Ճանաչել թվային դիզայնի տեսակները և հիմունքները


Խորացնել մասնագիտական գիտելիքները Լոգոյի դիզայնի մեջ


Խորացնել մասնագիտական գիտելիքները անիմացիայի և շարժվող գրաֆիկայի մեջ





Գիրքը տրամադրվում է անվճար և չի հետապնդում կոմերցիոն շահույթ։
",2018-04-05T19:30:00,2018-04-05T21:30:00,Hobbies & Special Interest,Turkey
"Nutanix .NEXT on Tour İstanbul, Türkiye - 25th Nisan 2018","

Nutanix'in One OS ve One Click teknolojisiyle, işletmelerin Çoklu Bulut Ortamlarını nasıl kolayca yönetebileceklerini öğrenmek için bize katılın.


 Yöneticilerimizle ve Türkiye'deki Uzmanlarımızla tanışın. One OS ve One Click teknolojisinin Nutanix'in geleceğine nasıl yön verdiğini dinleyin.


Game of Clouds finalinde kim kazanacak ? Risk altındaki konuları ve en yeni gelişmeleri, sektörün önde gelen yöneticilerinden dinleyin.


ETKINLIK PROGRAMI
08:30 AM - 09:30AM     Karşılama ve Kahvaltı
09:30 AM - 10:10 AM    Nutanix Vizyonu ve Stratejisi
10:10 AM - 10:40 AM    Nutanix AHV ‘nin Gücünü Keşfedin
10:40 AM - 11:00 AM    Ara
11:00 AM - 11:40 AM     Müşteri Paneli
11:40 AM  - 12:10 PM    Lenovo ThinkAgile HX & SX  
12:10 PM - 12:40 PM     Yeni Veeam AHV Desteği ile Nutanix için Hiper Erişilebilirlik
12:40 PM - 14:00 PM     Öğle Yemeği
14:00 PM - 14:15 PM     Nutanix AHV –  Canlı Demo
14:15 PM - 14:45 PM     Mellanox ile Nutanix Performansınızı Arttırın
14:45 PM - 15:10 PM     Ara
15:10 PM - 15:40 PM     Nutanix Üzerinde Çalışan Kurumsal Uygulamalar ve Veri Güvenliği
15:40 PM - 16:00 PM     Nutanix Calm - Canlı Demo
16:00 PM - 16:30 PM     Kapanış


",2018-04-25T08:30:00,2018-04-25T16:30:00,Other,Turkey
EdTech Show TLV,"בואו להשפיע על עתיד החינוך במחוז תל אביב!
אירוע פתוח לקהילת אנשי החינוך
בואו להשפיע על עתיד החינוך במחוז תל אביב, לשמוע דוברים מרתקים,

להכיר יזמים ומיזמים, ולהתנסות בטכנולוגיות חדשניות לפני כולם.
 
רביעי  25.4.18
18:30 - 21:00
ביתן 26,  WiX- נמל תל אביב

הרצאות מומחים -
חיה שיטאי / מנהלת מחוז תל אביב
אבי ורשבסקי / מנכ""ל MindCET
השקת תכנית TEAM TLV

מס' המקומות מוגבל. ההשתתפות בכפוף להרשמה",2018-04-25T18:30:00,2018-04-25T21:00:00,Genel,Turkey
Istanbul Tech Talks 2018,"Istanbul Tech Talks is a global developer conference gathering all engineers for a day of deep-dive sessions on the hot topics in software engineering.
With diverse topics and several technologies to be covered by professionals of the world of development, ITT'18 welcomes all engineers to meet on April, 17th for the 5th time!
Speakers

Randy Shoup
Tim Berglund
Christopher Burnett
Michael Hüttermann
Amir Chaudhry
Dejan Bosanac
Jakub Nabrdalik

For more information: www.istanbultechtalks.com
FAQs
In which language will the event be held?The event will be held fully in English and there won't be any translation service from English to Turkish.
(Konferanstaki tüm konuşma ve sunumlar İngilizce olacaktır. Türkçe çeviri yapılmayacaktır.)
What are my transport/parking options getting to the event?There will not be a dedicated parking spot for the event. Attendees are encouraged to use public transportation. 
Are there any ID requirement to enter the event?You should bring a valid ID.
How can I contact to the organizer?You can reach us from info@istanbultechtalks.com
Is my registration/ticket transferrable?Tickets are not transferrable.
Do I have to bring my printed ticket to the event?Yes, you have to bring a printed copy of your ticket to the event. 
What is the refund policy?Tickets are non-refundable.
Will there be lunch and coffee breaks during the event?Yes, lunch and several coffee breaks will be provided to all attendees.
Will there be a gathering at the end of the event?Yes, ""After Talks"" will be held at the end of the event for all attendees.",2018-04-17T08:00:00,2018-04-17T18:00:00,Science & Technology,Turkey
Fuckup Nights Jerusalem Vol.20,"יזמים מובילים, אנשי תרבות ואנשי ציבור מגיעים לספר לכם על הכשלון המפואר שלהם. לכם יש את ההזדמנות להיות שם כשזה קורה!4 דוברים 4 כשלונות צורבים 7 דק' דיבור19:00- התכנסות ונטוורקינג19:30 - מתחילים!

מי אנחנו-  ארגון Fuckup Nights נוסד ב-2012 במקסיקו. הרעיון של מייסדיו היה לדבר על מה שעד לאחרונה היה טאבו בתחום היזמות, כישלונות. פעם בחודש , 3-4 דוברים (יזמים, אנשי עסקים, עיתונאים, פוליטיקאיים וכו') יספרו לכם על כשלון שלהם - איך הם נכשלו, מה למדו מזה ואיך למרות הכל הצליחו. כל חודש יזמים חדשים, כשלונות חדשים. על מנת לעשות זאת כל מרצה מציג את סיפורו במשך 7 דקות תוך שימוש ב-10 תמונות או פחות ולאחר מכן זמן כמובן למינגלינג ונטוורקינג. מאז שנת 2012 הארגון הפך לגלובלי וכיום פעיל במעל -ל-200 ערים בכל העולם, בניהן ניתן למצוא את הסיליקון וואלי, סידני, הונג קונג, איסטנבול ואפילו ביירות. מידע נוסף על הארגון תוכלו למצוא באתר: http://fuckupnights.com/
Monthly stories of failures in +200 cities from +70 countries. Success is never final, failure is never fatal. 4 speakers, 7 minutes, 1 failure.  
Free beer will be served!
About Us:
 Fuckup Nights is a global movement born in Mexico in 2012 to share publicly business failure stories. Hundreds of people attend each event to hear three to four entrepreneurs share their failures. Each speaker is given 7 minutes and is able to use 10 images. After each speaker, there’s a Q & A session, as well as time for networking To read more about us http://fuckupnights.com",2018-04-29T19:00:00,2018-04-29T21:30:00,Business & Professional,Turkey
Latin Job Fair - יריד תעסוקה לטיני,"יצואנים, מגייסים, הד האנטרים ומועמדים דוברי ספרדית ופורטוגזית:
לשכת המסחר ישראל אמריקה הלטינית מזמינה אתכם ליריד תעסוקה לטיני.
אמריקה הלטינית היא עתיד הייצוא הישראלי.
בישראל אלפי מועמדים איכותיים השולטים בשפות היעד ובתרבויות ביבשת המרתקת.
 באירוע נפגיש ישירות בין מבקשי עבודה ומעסיקים
בתוכנית:
למה אמל""ט היא היעד המועדף ל-2018-2030?
מחפש את משרת החלומות? אל תשלח קורות חיים!
מצגות חברות מגייסות מובילות
דוכני מגייסים
 ",2018-05-03T17:00:00,2018-05-03T20:30:00,Business & Professional,Turkey
Yom HaShoah Ceremony w Your Tel Aviv Community & in-English Survivor Testimony," 
Adopt-A-Safta
Is Honored to Present:
Tel Aviv Community Yom HaShoah Memorial Ceremony 
& in person Holocaust Survivor Testimonies
(in-English)

Date: Wednesday, April 11th, 2018, 7pm-9pmVenue: 86 Ben Yehuda, Ichud Olam
Cost: FreePatrons must register above to attend
About the Organization: Adopt-A-Safta: 
Adopt-A-Safta is a non-profit initiative that honors Holocaust memory & pairs young professional Internationals and Israelis with Survivors of the Shoah who feel lonely. Working off of the Big Brother/Big Sister model, our young volunteers will ""adopt"" a grandmother or grandfather in Israel that is in need of love and attention. Our goal is to train as many volunteers as possible and to connect these two communities; young professionals seeking to make meaningful contributions, and the Survivors in need of warmth and connection, while we still are blessed with the presence of this holy generation.
 
About Our Venue: Ichud Olam
Ichud Olam at Ichud Shivat Zion is a dynamic modern orthodox community of young families and professionals from diverse geographical and cultural backgrounds, and from all across the religious spectrum, who have moved to Tel Aviv to live in the heart of the modern Jewish State. From our humble beginnings in 2000, we have created a place of gathering and prayer that is warm and welcoming for our growing membership, and many more guests, who regularly attend our bet knesset. Our minyan consists of new and veteran olim as well as many native Israelis. ichudolam.org

The Problem: 50,000+ lonely Holocaust Survivors in Israel. 
A report published by the Foundation for the Benefit of Holocaust Victims in Israel indicates that 40% of Shoah survivors feel lonely, 12,000 lack even proper heating, and 5% suffer from shortages of food.
The CEO of the Foundation for the Benefit of Shoah Survivors in Israel has said: ""One hungry or lonely Holocaust survivor on Passover eve – is a failure for the State of Israel...The younger generation will never forgive us if we fail to care for the older generation with the respect it deserves. I call on all relevant parties, headed by the finance minister and his office to provide all the necessary means immediately.""
However, at Adopt-A-Safta we do not believe that any citizen should ever wait for the government to act on social issues of this historical importance. Shoah survivors are an invaluable treasure and they deserve a treasure that alleviates some of their suffering. We believe that the State of Israel has such an invaluable resource now.
We are talking about our incredible community of young professional Internationals and Israelis that grasp the importance of social justice, volunteerism, and activism, specifically in Tel Aviv, Haifa, & Jerusalem.
We see no need to wait another day - too much is lost waiting for others to act, waiting for permission, waiting for money. We know that we can make a major dent in the problem of comforting lonely Shoah survivors today; not to do so as a responsibility, but as a noble honor.
All volunteers will be responsible for visiting their ""adopted"" grandmother or grandfather throughout the year, with regular phone calls and reports on their well-being.
Those 50,000 that were lonely last year for the holidays will not be alone anymore. Please join us in Adopt-A-Safta.
Adopt-A-Safta has been founded in blessed memory of Kathe Friedman (Kalya bat Feigel).
Web: www.AdoptASafta.com
Facebook: www.facebook.com/AdoptASaftaE-mail: Info@AdoptASafta.com


",2018-04-11T19:00:00,2018-04-11T21:00:00,Religion & Spirituality,Turkey
The Junction Wave 18 Showcase,"We are happy to invite you to The Junction's Wave 18 Showcase morning!
This is a closed event, please RSVP to attend.
Agenda:
10:00 - Welcome Drinks10:30 - Opening Remarks 10:45 - Guest Speaker: Arik Zeevi, Olympic Medalist 11:15 - Startup Presentations12:00 - Networking
We thank our partners for their ongoing support: HP Tech Ventures, SAP.iO, MunichRE, innogy, Meitar, Deloitte, Davis Polk, Amazon Web Services, YBI.",2018-04-24T10:00:00,2018-04-24T13:00:00,Business & Professional,Turkey
ENDÜSTRİ 4.0 BULUŞMALARI'18,"Nesnelerin İnternet, Yapay Zeka, Sanal Gerçeklik, Artırılmış Gerçeklik, Siber Güvenlik, Robotik Devrimi, Büyük Veri, Bulut Bilişim ve daha fazlası… Tüm bunlar size tanıdık geliyorsa bu etkinlik tam size göre. Son zamanların en popüler konusu Endüstri 4.0’ın en popüler etkinliği Endüstri 4.0 Buluşmaları bu sene 2.si ile karşınızda . Endüstri 4.0 alanında ki çözümleri, haberleri ve gelişmeleri sektörün önemli isimlerinden duymaya hazır olun .""ENDÜSTRİ 4.0 BULUŞMALARI "" 04.04.2018 tarihinde  Bahçeşehir Üniversitesi B Konferans Salonu’nda sizlerle bir araya geliyor.
Konuşmacılarımız: 
+MCS Factory Digitalization / Adem KAYAR-Genel Müdür 
+BOSCH / Mustafa AYHAN-IoT ve Endüstri 4.0 Direktörü 
+EKOL Lojistik / Ahmet MUSUL-Yönetim Kurulu Başkanı 
+ABB Elektrik San. A.Ş. /Nejat EGE-Türkiye Pazarlama ve Satış Müdürü
+INTEL / Cem Vedat IŞIK - Orta Doğu, Türkiye ve Afrika Nesnelerin İnterneti Teknik Direktörü


Tarih 4 Nisanı saatler 10'u gösterdiğinde bu büyük organizasyonda sizde yerinizi alarak PART-TIME İŞ imkanlarına erişebilecek,geniş bir networking alanına sahip olabilecek ve tüm oturumlara katılım sağladığınız takdirde etkinlik  sonunda KATILIM SERTİFİKASI alabileceksiniz. Teknolojinin bu hızlı gelişimine tanık olmaya hazır mısınız? Aklınızdaki tüm sorulara cevap bulabileceğiniz bu etkinliği sakın kaçırmayın!
Kayıt olmayı unutmayınız! 

AFİŞ LİNKİ : https://goo.gl/mX115P",2018-04-04T09:00:00,2018-04-04T13:30:00,Business & Professional,Turkey
אירוע חשיפה לתוצרי תוכנית המחקר ופיתוח בתחום טכנולוגיה וחינוך,"Creating eXtraordinary learning eXperiences
אנו מזמינים אתכם לאירוע חשיפה של הפיתוחים של צוות המחקר והפיתוח של מיינדסט
בין הפיתוחים: עוזר אישי לניהול למידה לתלמידים, עוזר אישי לתהליכי כתיבה, כלי המסייע ללומדים עצמאיים בתהליך הלמידה, כלי מסייע למורים לקבלת תובנות  על הכיתה, משחק המלמד עקרונות של חשיבה חישובית, ועוד
18:00 | 16.4 ,יום שני
המרכז לטכנולוגיה חינוכית -קלאוזנר 16, תל אביב
:נדבר על
The technology of the self  | Data that matters | Literacy of the digital age
לו""ז
18:00 - התכנסות
18:30 - דברי פתיחה, אבי ורשבסקי, מנהל מיינדסט
18:45 - חשיפה לתוצרי המחקר ופיתוח
20:15 - התנסויות ובירה
",2018-04-16T18:00:00,2018-04-16T20:30:00,Genel,Turkey
CUE-NV Silver State Tech Innovator Symposium - April,"CUE-NV and CCSD BlendED are teaming up to present Enriching Student Learning with Technology. This symposium will be have sessions about how to integrate technology in the classroom, Google tips and tricks, Canvas and much more!
The symposium is eligible for 2 contact units (CUs) and 1/2 PDE credit is pending.
Cost of the symposium is $15. If you are a member of CUE-NV prior to February 28, 2018, you will be reimbursed $5. Please plan to bring your own laptops, tablets, and/or other devices; devices will not be provided by CUE-NV or the school. Please email 21stcenturylearning@cue-nv.org if you have any questions.
Thank you to Edgenuity, Lexia Learning, McGraw-Hill Education, and StockTrak for sponsoring this event!
",2018-04-14T08:00:00,2018-04-14T16:30:00,Other,Turkey
AI & Insurance ,"Menora Mivtachim & KPMG invite you to AI & Insurance and an engaging networking event. 
We will hold a presentation by the CIO of Menora Mivtachim, 3 Selected Insurtechs and a panel discussion on AI & Insurance, tapping into both the Global and local ecosystems. This event will offer an invaluable opportunity to meet Menora Mivtachim & KPMG teams, as well as clients, investors and companies from the InsurTech community.
Agenda:
18:00-18:30 - Registration and Networking
19:00-19:10 - Keynote - CIO of Menora Mivtachim 
19:10-19:20 - Keynote - KPMG on Global Trends and AI usage in Insurance
19:20-20:20 - 3 InsurTechs' Presentations & Panel discussion on AI & Insurance from local & global perspective.
20:20-21:00 - Beers and Mingling
",2018-04-16T18:00:00,2018-04-16T21:00:00,Business & Professional,Turkey
"HUG Tel-Aviv: TLDR on GDPR, What marketers need to know","GDPR is around the corner, coming into effect on May 25th. If like many many marketers you are wondering what this all means and why you should care, this is the event for you. Join us at the next Hubspot User Group. 
This is what you can expect:
09:00 - 09:30 Breakfast (kosher) and networking
09:30 - 09:45  Noa Eshed, CEO of Bold Digital & Amit Lavi, CEO of Marketing Envy: Opening words
09:45 - 10:00  Amit Lavi: Intro into GDPR and why it matters to us marketers
10:00 - 10:30 Sinead Goggin & Conor Douglas from Hubspot Ireland: How the Hubspot platform supports GDPR and makes our lives as marketers so much easier
10:30 - 11:15 Panel discussion: How leading technology companies are preparing for GDPR
Chaired by Noa Eshed, Participants: 
- Shahar Maor, Information Security Manager, Outbrain
- Gali Arad Kovacs, Senior Marketing Manager, Netapp
- Adv. Omer Shmueli , VP of Legal Affairs, Como
- Ram Levi, CEO, Konfidas
- Adv. Deborah Housen-Couriel, Housen-Couriel Law

11:15 - 11:30  Amit Lavi: Wrapping Up. What's next & what you need to do right now

11:30 Networking
",2018-04-23T09:00:00,2018-04-23T11:30:00,Business & Professional,Turkey
Фестиваль «Возраст счастья» – 2018,"«Возраст счастья. Весна в Тбилиси»
Когда: с 27 апреля по 4 мая
Где: Грузия, Тбилиси, территория отеля Rooms 
Программа
Расписание
Что делать сейчас: оплачивать полностью или резервировать за собой место. Это можно сделать онлайн тут на сайте или переводом на наш счет в Германии. Для выставления счета свяжитесь пожалуйста с нами по телефону «горячей линии» или по почте. Мы рекомендуем зарезервировать за собой место заранее (могут быстро кончится).
Телефон «горячей линии»: +7 499 110-36-62
Почта: festivalmontenegro@gmail.com 
Сколько стоит*:
Если вы резервировали за собой место до 14 января  2018, то вам гарантирована скидка 15%. Если вы участник прошлых фестивалей, то ваша скидка 20% действует всегда. Для уточнения деталей свяжитесь пожалуйста с нами.
Цены указаны без учета скидки.
— 500 Евро — резервация места. 
Мест на фестивале в Грузии будет меньше, поэтому имеет смысл зарезервировать за собой место прямо сейчас. Эта сумма не возвращается, но учитывается при оплате полной стоимости участия в соответствии с выбранным вами пакетом. Вы можете забронировать сейчас, а оставщуюся часть доплатить уже в Тбилиси.
— 900 Евро — программа фестиваля*
Вы просили — мы сделали. Супер-ограниченное предложение. Вы можете оплатить только программу фестиваля. Что входит: все мероприятия программы кроме личных консультаций (вы сами договариваетесь с преподавателями об этом). Что не входит: проживание, трансфер из аэропорта, транфер от отеля. Питание вы также организуете самостоятельно. 
*Обратите внимание, скидка для участников прошлых фестивалей предусмотрена от полной стоимости программы 900 Евро или при покупке полного пакета участия.
Все мероприятия программы + проживание на площадке фестиваля в самом красивом отеле в Тбилиси Rooms Hotel c завтраком и трансферами из аэропортов Тбилиси и Кутаиси.
— 1800 Евро — участие в фестивале и двухместное размещение
UPD: Продано!
Проживание на площадке фестиваля в самом красивом отеле Тбилиси Rooms Hotel в двухместном номере с одной кроватью, цена на одного человека. В стоимость включен завтрак, трансфер из аэропорта Тбилиси или Кутаиси, ежедневные кофе-брейки и легкие закуски перед вечерними мероприятиями + все мероприятия программы. Категория номера Signature King Double.
— 2300 Евро — участие в фестивале и одноместное проживание в номере LUX 
UPD: Продано!
Проживание на площадке фестиваля в самом красивом отеле Тбилиси Rooms Hotel. В стоимость включен завтрак, трансфер из аэропорта Тбилиси или Кутаиси, ежедневные кофе-брейки и легкие закуски перед вечерними мероприятиями + все мероприятия программы. Категория номера Signature Queen Single.
Важно! Иноформация по прилетам и вылетам для организации трансферов должна быть предоставлена не позднее 27 марта 2018 года.
Уточняйте доступность выбранных вами категорий номеров, всё очень быстро меняется.
Проживание в рекомендованном нами отеле Holiday Inn Tbilisi с бассейном, завтраками, трансфером из аэропорта Тбилиси и Кутаиси + ежедневным шатлом на площадку фестиваля Rooms Hotel
Внимание! Продажи пакетов с проживанием в Holiday Inn Tbilisi продлены до 10 апреля!
— 1800 Евро — участие в фестивале и проживание в одноместном номере
Доступная категория номеров  Standard King Single и  Standard Twin Single. В стоимость пакета включен завтрак, посещение бассейна, трансфер из аэропортов Тбилиси и Кутаиси + все мероприятия программы (включая кофе-брейки и легкие закуски перед вечерними мероприятиями).
— 1450 Евро — участие в фестивале и проживание в двухместном номере
Доступная категория номеров  Standard King Double и  Standard Twin Double. Цена на человека. В стоимость пакета включен завтрак, посещение бассейна, трансфер из аэропортов Тбилиси и Кутаиси + все мероприятия программы (включая кофе-брейки и легкие закуски перед вечерними мероприятиями).
Важно! Иноформация по прилетам и вылетам для организации трансферов должна быть предоставлена не позднее 27 марта 2018 года.
Внимание! Цена указана без комиссии сервиса! Цены действительны до 15 апреля 2017 года.
Скидки не суммируются и не работают в «обратную» сторону!
Важно: проверьте пожалуйста, нужна ли вам виза.
Все подробности и уточнения у нас в рассылке, фестивальном сообществе, а также Телеграме:
Подписаться на рассылкуПрисоединиться к сообществу в FacebookЧитать фестивальный канал в Телеграме
Телефон «горячей линии»: 
+7 499 110-36-62
Почта: festivalmontenegro@gmail.com
Программа фестиваля
Ответы на вопросы
Как это: фотографии фестиваля 2017 года
Что такое фестиваль «Возраст счастья» (видео фестиваля 2017 года)",2018-04-27T15:00:00,2018-05-04T12:00:00,Hobbies & Special Interest,Turkey
